repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
eavilaes/HTR-for-SQL,2,1,2021-12-04T17:53:23Z,"Noise detection using transfer learning. The model used for transfer  learning is YAMNet found on tensorflow(https://tfhub.dev/google/yamnet/1). The dataset used is the Microsoft Scalable Noisy Speech Dataset (MS-SNSD)( https://github.com/microsoft/MS-SNSD ) which consists of two classes clean and noise,This dataset contains a large collection of clean speech files and variety of environmental noise files in .wav format sampled at 16 kHz. We have also hosted the model on local host using flask.",PureBasic,34,18860
bladesaber/mmcv_py35,3,2,2021-10-25T02:23:03Z,MVFNet in Paddle,Python,1,2531
zhangliming-gif/a,8,15,2022-03-17T15:31:07Z,,Python,5,2762
geyang/rl-playground,1,0,2019-05-04T06:44:32Z,Ge's version of the DeepMind streetlearn dataset,Jupyter Notebook,1047,32282
gakkispy/mmcv_ROCm,30,0,2016-07-04T07:36:58Z,,C++,54,8033
tensorflow/moonlight,1,1,2019-05-20T13:44:45Z,optical flow based motion vector resize in HEVC,C++,22,2217
anmoljindal/fathom,30,1,2016-07-14T12:15:46Z,based on mxnet v0.7.0,C++,2,8215
Mrbruh79/Noise_detection_using_Transfer_Learning,1,0,2018-04-04T22:38:42Z,malaria detection using retinanet object detection,Jupyter Notebook,27,20732
PranjalD7/Noise_detection_using_Transfer_Learning,7,0,2023-01-13T14:21:58Z,,Python,226,2789
ImportPaddle/MVFNet-Paddle,7,1375,2018-11-16T09:34:48Z,🔎 Monitor deep learning model training and hardware usage from your mobile phone 📱,Jupyter Notebook,8,105089
craftmine1000/jukebox-saveopt,1,6,2020-09-03T08:53:52Z,,Jupyter Notebook,64,262
geyang/streetlearn,1,17,2019-11-14T01:04:21Z,Logging utility for ML experiments,HTML,250,7196
starimpact/mxnet_self2,3,0,2022-05-17T08:45:29Z,,Jupyter Notebook,4,227430
HuYuzhang/MVDHM,1,4,2020-10-20T19:02:22Z,"Code supporting the NeurIPS 2020 publication ""Robust Disentanglement of a Few Factors at a Time""",Python,2,14986
starimpact/mxnet_basedv0.7.0,1,2,2021-01-23T17:17:13Z,This project aims to develop neural convolutional networks to identify the presence of a tumour cell in the breast and classify it as malignant or benign.,Python,22,5
i008/aiscope,1,2,2022-08-19T15:02:20Z,Neural Human Radiance Field from a Single Video,Python,24,7174
solidityFrance/jukeboxai,8,0,2018-07-30T20:01:20Z,,Python,4,16626
labmlai/labml,1,0,2020-05-23T06:54:26Z,,Jupyter Notebook,10,66963
krishnaik06/SStain_classification,1,1,2021-08-05T13:02:42Z,,Python,15,6447
shagunsodhani/ml-logger,1,0,2020-04-11T14:04:05Z,,Jupyter Notebook,144,199432
dianamagalhaes/Master_Thesis,5,1,2020-11-13T03:32:53Z,,Python,1,2811
besterma/robust_disentanglement,2,35,2020-04-11T20:21:50Z,Generates handwritten pages from given input text!,Python,9,47989
Giorgiobientinesi/BreastCancer,30,0,2021-10-12T06:38:39Z,,Python,34,7635
softwarearchitect817/ML-NeuMan,1,35,2021-10-07T03:45:29Z,deep 3d reconstruction,Python,1,4083
200502002/ml-class,30,4,2016-10-14T03:09:58Z,,Python,1,8031
Noba1anc3/trash_classify_competition,1,0,2021-12-24T17:07:56Z,,,3,8568
Rian-T/AudioDrivenTalkingHeadGeneration,1,0,2021-05-15T22:25:19Z,Dashboard made in python for the Energy Services course at Instituto Superior Técnico.,Python,652,13348
saurabh9450150287/Handwritten-Text-Recognition,1,0,2021-12-18T15:23:56Z,,Python,27,16536
tdunity/fixedjukebox,2,1,2021-03-04T06:32:33Z,,Python,120,30213
pnshiralkar/text-to-handwriting,30,2,2016-07-08T12:05:25Z,,C++,3,8239
holy44162/mmcv_imported,1,0,2017-06-07T15:37:48Z,LDNMT,Python,32,64307
achao2013/deep3dmap,1,0,2021-08-02T14:29:38Z,,Python,1,689
starimpact/mxnet_tk1,30,1,2021-01-13T03:27:58Z,my mmdetection,Python,35,28838
aparna2103/Crop-Doctor,2,2,2021-05-13T12:50:17Z,Discovery and Learning of Minecraft Navigation Goals from Pixels and Coordinates,HTML,5,169264
clams97/ES_Dashboard,1,0,2023-02-07T20:22:01Z,,Python,4,476
KyanChen/DetectionFramework,1,1,2021-10-08T15:10:10Z,Code created for the final project of the AML lecture 2021,Python,332,26
Ewha-AI/Object-Detection_COCO,2,5,2021-01-01T20:59:23Z,Integrative Transcriptome-Histopathology Analysis for Breast Cancer Classification,Python,87,71306
litoeknee/mxnet,1,0,2021-05-18T09:17:09Z,,Jupyter Notebook,22,142419
hoangcuong2011/LDNMT,3,0,2021-06-11T10:38:26Z,CV frame interpolation,Python,5,1973
HaiNguyen2903/Simple_MNIST_Wandb_demo,1,1,2021-07-12T14:07:57Z,Presentation and scripts for a talk entitled We Don't Need Servers:  Serverless SQL Pools in Azure Synapse Analytics.,HTML,113,15283
HAOCHENYE/yehc_mmdet,2,20,2022-06-14T17:16:00Z,"""PanCollection"" for Remote Sensing Pansharpening",Python,3,60766
imatge-upc/PiCoEDL,4,584,2016-11-02T13:50:16Z,Generative Adversarial Text to Image Synthesis / Please Star -->,Python,11122,773
whylabs/whylogs-container-python,1,1,2021-03-10T07:45:17Z,,Python,2,13
syntex01/AML2021,2,9,2020-12-03T09:46:33Z,Identify the type of disease present on a Cassava Leaf image,Python,37,2306
hms-dbmi/breastCaPathologyTranscriptomics,1,0,2021-03-05T06:33:16Z,,Python,494,38149
wwZhang0215/dl_project,25,1124,2018-03-21T18:22:13Z,A Framework for Encrypted Machine Learning in TensorFlow,Python,175,23475
michael5107414/CV_project,1,2,2021-12-12T05:33:19Z,A general-purpose tool for dynamic report generation in Python,Python,77,8280
feaselkl/We-Dont-Need-Servers,1,7,2018-06-07T11:09:42Z,MXNet-G is a deep learning framework designed based on MXNet (https://mxnet.incubator.apache.org/index.html). It allows you to train models with a novel distributed SGD (Stochastic Gradient Descent) algorithm named Grouping-SGD. A new parallelization scheme named GSP (Grouping Synchronous Parallel) is used in Grouping-SGD for distributed deep learning on heterogeneous clusters. ,C++,1011,2119
XiaoXiao-Woo/PanCollection,18,2207,2020-08-14T23:25:32Z,The open standard for data logging,Jupyter Notebook,422,114741
zsdonghao/text-to-image,1,0,2020-10-20T09:43:15Z,,Python,50,45
NoSyu/CDMM-B,1,0,2022-12-14T23:28:33Z,,Jupyter Notebook,17,202068
nhtlongcs/cassava-leaf-disease-classification,1,0,2019-01-20T19:34:25Z,,Jupyter Notebook,299,9750
DDDOH/ContinuousDistribution,0,1,2020-03-10T07:54:16Z,,SystemVerilog,71,390142
tf-encrypted/tf-encrypted,2,227,2019-06-07T09:56:23Z,An Unsupervised Learning Framework for Moving Object Detection From Videos,Python,41,60695
Artem1280/Sia-Tracking,4,2,2019-06-19T14:29:26Z,,Python,1,720
CGCL-codes/MXNet-G,1,0,2019-06-14T19:27:45Z,A serverless csv to protobuf pipeline to be used with AI training and evaluation of data,Python,1,29865
whylabs/whylogs,1,0,2020-09-27T15:20:22Z,"By ThreeJS, programming brain 3D Web Viewer 🤳",JavaScript,5,434725
sergevkim/KeywordSpotting,1,0,2021-12-16T06:04:58Z,,Python,12,17387
Tes-star/Remote_Sensing_Gyrocopter,5,43,2020-01-31T12:32:19Z,Riemannian optimization for quantum technologies,Python,29,11561
raj-subhankar/hackerearth-ocr,1,5,2022-12-17T03:57:04Z,,Python,19,94837
savan1213/vitistest1,1,0,2021-06-18T11:54:02Z,,Python,52,871
antonilo/unsupervised_detection,1,0,2022-10-18T15:57:26Z,To Predict Your Employee's Turnover,HTML,3,2490
xiao7199/compare_gan,3,0,2020-08-08T14:00:09Z,Final Project of CSCE-636 (Deep Learning) at TAMU,Python,157,58265
nikody-mytaptrack/csv-protobuf-pipeline,1,60,2020-01-12T03:43:58Z,sidetuning.berkeley.edu,Python,531,133268
terajh/Brain_3D_WebViewer,1,0,2021-05-07T08:31:49Z,"Single layer, multilayer perceptron ",Python,77,593
dhruv0507/Voice-Based-Personal-Assistant-main,1,7,2019-05-15T01:01:48Z,"NOT DONE, made by wooramkang models for Image / Viedo inpatinting",Jupyter Notebook,10,82810
LuchnikovI/QGOpt,1,12,2021-02-07T01:19:46Z,Implementation of my approach in the Retrieval of Cultural Heritage Objects (RCHO) track of the 3D Shape Retrieval Challenge (SHREC) 2021,Python,838,496
jiabeiwangTJU/DICL,1,20,2023-02-06T02:09:38Z,Code and results accompanying our paper titled CHiLS: Zero-Shot Image Classification with Hierarchical Label Sets,Python,15126,332
w1215216938/yolo5-trashdetect,1,2,2020-09-05T21:36:32Z,Deep Learning solution for Navigation Assistance for the Visually Impaired + Functioning Android app for prototyping. Developed as part of my McGill SURE 2020 Research work at the Shared Reality Lab.,Java,12,204035
Adesoji1/Employee-Turnoverrate,1,0,2017-12-30T02:09:44Z,strip shot learning fore question answering,Python,9,63015
ankit61/Handwriting-Generation,1,1,2020-06-11T23:06:29Z,"Thingy's grid-world, a gym environment for reinforcement learning [in development]",Python,4,139
jozhang97/side-tuning,1,2,2022-08-24T21:41:15Z,Codebase for Invariance Through Latent Alignment,Python,67,146
shikhasthakur/Tensorflow-,1,1,2021-10-14T12:31:38Z,"Program to classify documents if they have a signature or not, and get the boundary boxes",Python,4462,331914
wooramkang/Image-and-Video-Inpainting-with-Deep-NN,1,248,2021-08-22T03:52:54Z,YoloAll is a collection of yolo all versions. you you use YoloAll to test yolov3/yolov5/yolox/yolo_fastest,Python,1,95791
vltanh/shrec2021-rcho,30,0,2021-02-09T00:36:38Z,,Python,5,13042
acmi-lab/CHILS,1,2,2018-11-15T07:21:42Z,implement dl&cv code lib in pytorch,Python,19,15586
nat06/Navigation_Assistance_for_the_Visually_Impaired,4,24,2020-06-24T14:52:33Z,Threshold independent detection and localization of diffraction-limited spots.,Python,128,345466
dadashkarimi/strip-shot,2,0,2022-10-02T21:03:27Z,,Python,3,45756
cristianvasquez/thingies_gym,2,1,2022-07-09T08:55:27Z,only need depth raw image,Python,57,6319
ripl/invariance-through-latent-alignment,2,0,2022-03-14T09:00:34Z,,Python,20,45
jejobueno/Signature-Recognition-BD,1,0,2022-01-13T07:03:52Z,,Jupyter Notebook,35,142
DL-Practise/YoloAll,1,4,2019-10-15T10:44:29Z,This is a repository designed to be my portable workstation. I can use it on a CPU or GPU machine and is meant for development and training. It contains docker files for environment setup and links to other repositories that can be downloaded inside.,Jupyter Notebook,2,119397
bioannidis/my_dgl,2,0,2021-05-05T09:37:47Z,,Jupyter Notebook,1,92002
ximitiejiang/cvpk,1,0,2018-03-05T07:51:43Z,,Python,534,23402
BBQuercus/deepBlink,1,0,2022-11-03T06:21:10Z,mmdet-2.25.2 & mmcv-1.6.2 with lazy config,Jupyter Notebook,2,23447
TIM-LIU20219/QWERTY_Hackathon,1,0,2020-03-01T13:35:06Z,satellite image detection with restAPI,Python,101,241
rnlee1998/3D-Reconstruction-for-Monocular-Depth-Estimation,1,1,2020-11-07T08:44:02Z,,Python,1723,24
ynlemonshark/Cave,1,1,2020-09-16T22:09:14Z,,Jupyter Notebook,55,1966
dinu331/Cotton-plant-Disease-Prediction,1,1,2020-12-03T07:46:16Z,Repository for Novel Early Exiting Methodology for tensorflow deep learning models.,Jupyter Notebook,1,263333
carlos-gemmell/Glasgow-NLP,1,0,2019-05-19T04:30:57Z,,Python,47,2600
StevenNguyen0501/VBDI_brain_mri,1,11,2019-02-11T06:29:48Z,A simple Tensorflow implementation of DCGAN for Waifu face images generation.,Python,4,884
dano000/WatermelonFlask,1,3,2021-06-07T02:50:12Z,This repository is a replication package analyzing the software testing practices related to Machine Learning based application,C++,1251,1366108
huxycn/lazy_mmdet,3,0,2023-01-24T08:30:03Z,,Python,38,53440
YingHuCS/satdetection_withAPI,1,0,2022-12-15T06:58:54Z,,Jupyter Notebook,129,48368
jpizarrom/pan20ap,1,0,2019-07-30T18:03:10Z,,Python,10,52111
jairopinilla/AnalisisSentimental,1,0,2020-07-26T04:08:36Z,,HTML,4,17637
SanityLacking/BrevisNet,1,29,2021-12-02T05:35:38Z,A pipeline for making highlighted text stand-alone.,Python,1,7379
andreyyruski/AI,2,0,2021-09-08T14:16:24Z,[WiP] PyTorch experiment runner,Python,140,61
zikuicai/WaifuGAN,2,32,2021-10-11T18:41:20Z,"The official implementation of paper Siamese Transformer Pyramid Networks for Real-Time UAV Tracking, accepted by WACV22",Python,563,472
openjamoses/TOSEM-2021-Replication,1,33,2020-03-19T13:25:50Z,"This repository contains the code for the CVPR 2020 paper ""Exploring Data Aggregation in Policy Learning for Vision-based Urban Autonomous Driving""",Python,10097,1461
VidishMehta001/Project_Theta,1,0,2018-12-06T15:38:50Z,,Python,2,2498
myao12/code1110,1,0,2021-08-26T14:16:11Z,,HTML,2118,283536
rafueru/AWS,30,0,2022-02-08T03:17:22Z,,C++,503,244277
mullikine/python,0,0,2020-08-20T16:50:26Z,,Python,103,493
xujunbj/amazon-sagemaker-neptune,1,0,2021-09-24T20:12:43Z,pytorch lightning 사용,Jupyter Notebook,4835,325
paulbricman/decontextualizer,1,49,2019-10-26T11:39:49Z,A Cookiecutter template for PyTorch Deep Learning projects.,Python,28,31
karolpiczak/pytorch-yard,7,4,2020-09-20T06:53:53Z,This is Mercenary Project,C++,3489,484989
RISC-NYUAD/SiamTPNTracker,1,8,2020-12-02T16:36:44Z,"pardet-pytorch, Pedestrian Attribute Recognition",Python,1031,415
autonomousvision/data_aggregation,1,4,2020-08-02T15:37:07Z, a pre-trained inorganic language representation model,Python,3,19527
sihcpro/Reinforcement-Learning-Racing-Car-Backend,2,3,2021-03-31T23:33:40Z,,Python,33,5470
Pranay-yanarp/MS_Data_Science_class_projects,1,0,2019-01-01T01:58:18Z,,Python,3,387176
HPCRL/SFT-CC2022-AE,1,0,2020-07-11T12:51:01Z,,Jupyter Notebook,2831,170
Shikhar8990/dgl,3,17,2015-11-18T17:52:12Z,Neptune: Genomic Signature Discovery,Python,258,2717
jeongroseok/cyclegan,3,4,2020-09-29T23:24:28Z,Lung CT image generation by identifying novel semantic masks in PCA space using Deep Reinforcement Learning from user preferences,Python,39,68023
khornlund/cookiecutter-pytorch,1,0,2020-10-26T09:11:41Z,,Python,163,17
embedded-bitai/Mercenary,1,1,2019-03-24T02:43:56Z,,Jupyter Notebook,8,92271
wduo/pardet-pytorch,2,10,2021-07-19T13:16:27Z,A hydra integrated template for LG-Dacon Competetion ,Python,696,14
Zeng-WH/MaterBERT,1,0,2020-11-01T13:21:29Z,Modular Autoencoder training and inference pipeline using Pytorch Lighning.,Python,1,265
salesforce/TransformerASR,1,0,2020-01-14T21:04:11Z,,Python,9,39187
humorbeing/python_github,1,0,2021-08-10T03:42:36Z,,Python,367,12179
Raman1121/Rethinking-Model-Architecture-and-Pretraining-for-Visual-Tasks-in-Cheminformatics,5,831,2017-11-21T17:28:45Z,Deepdrive is a simulator that allows anyone with a PC to push the state-of-the-art in self-driving,Python,59,4401
phac-nml/neptune,1,4,2017-11-11T13:34:00Z,Code used for my masters project about tumour segmentation using deep learning.,Python,152,6534
kedarbartake98/CT_Image_Generation,1,0,2017-12-19T04:07:14Z,sequence to subject for medical diognosis system,Python,11,513
piojanu/RLlogging,1,0,2021-05-05T19:39:09Z,Machine learning algorithm to predict T/S profiles from SSH and SST,Python,1133,123
fnever520/DeepLearning,1,0,2021-02-20T06:46:31Z,Web application deployment of board games recommender system.,Python,4,35171
kuielab/lg_dacon_competition_template,2,0,2022-01-11T09:02:51Z,,Jupyter Notebook,5,138464
NJ-2020-thesis/AutoEncoders,1,0,2021-11-15T09:17:34Z,,Jupyter Notebook,109,29727
dlafieldPersonal/dissertationResearch,1,0,2019-06-01T16:15:28Z,The repository contains workshop material learned during the ODSC-EAST-2019 in Boston.,Jupyter Notebook,61,15970
Thanh0803/Yolov5s_Deepsort_Pytorch,1,0,2018-04-21T14:31:23Z,,Python,19,3333
deepdrive/deepdrive,1,0,2020-12-24T22:15:56Z,A subset of the torch repo used to test the nuts and bolts of configen (a tool within he hydra project).,Python,1,214
yngvem/scinets,13,0,2021-05-19T09:50:30Z,,Jupyter Notebook,90,262338
thomas-mecattaf/handwriting-recognition-test,1,1,2020-07-15T03:52:06Z,This is an prototype for Expert System for Diabetes which uses a Neural Network to predict medicine class for Diabetes,Python,2,6885
dadashkarimi/seq2subj,1,1,2021-03-19T19:07:29Z,Usages Examples for ML-Logger,Python,11,8900
olmozavala/subsurfacefields,2,0,2021-05-22T02:36:54Z,,Python,278,804
richengo/WebApp-Board-Games-Recommender,4,10,2021-12-23T17:25:47Z,the server backend for ml-dash,Python,22,23067
THuix/bnn_bbb,10,211,2019-01-28T10:52:52Z,Training framework for conditional imitation learning ,Python,3,4926
maichieman1122/flask_web,1,3,2022-10-25T14:23:59Z,NuHTC: A Hybrid Task Cascade for Nuclei Instance Segmentation and Classification,Python,1,85978
ZeroHero77/NaturalLanguageProcessingWithPython,4,2,2021-05-24T09:07:30Z,,Jupyter Notebook,18,196132
shashankumar2812/ODSC-EAST-2019,1,0,2020-08-31T14:41:40Z,Provision a AWS Neptune Cluster using Terraform,HCL,34,97
mayanks888/Data_Science_old,1,4,2019-12-12T09:35:12Z,"Using Keras(TensorFlow) for Dogs vs, Cats match",Python,106,23
romesco/configen-tests,30,0,2021-07-01T11:40:36Z,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler; for Python, R, Julia, Scala, Go, Javascript and more",,515,91061
khadarvalli/Object_Detection,1,0,2022-03-20T11:35:05Z,,Python,1,100
MohdIrshadMukkaram/ExpertSystemForDiabetes,6,2,2020-05-26T16:50:04Z,Features Extraction using Autoencoders for Reinforcement Learning Tasks,Jupyter Notebook,36,198432
geyang/ml-logger_examples,1,64,2022-06-28T02:58:25Z,Code for Rapid Locomotion via Reinforcement Learning,Python,45,49317
manhhung99/Thesis,1,0,2021-08-18T12:13:45Z,deepchain.bio DNA-binding proteins app,Python,117,20928
dash-ml/dash-server,1,1,2019-10-12T10:31:15Z,An attempt to code up Attention Augmented Convolutional Networks,Jupyter Notebook,30,41
felipecode/coiltraine,2,0,2020-01-22T08:18:43Z,,Python,81,63205
Boyden/NuHTC,1,1,2020-10-10T02:38:20Z,,Jupyter Notebook,15,7737
koritsky/DL2021_HI-C,30,0,2020-09-16T10:43:56Z,,Python,17,72566
gmirsky/terraform-aws-neptune,1,0,2022-01-31T10:05:37Z,Python Backend for Nolaria App,Python,20,48784
nickhuang1996/Dogs_vs_Cats_TensorFlow_Keras,6,383,2021-02-27T16:57:19Z,All the handwritten notes 📝 and source code files 🖥️ used in my YouTube Videos on Machine Learning & Simulation (https://www.youtube.com/channel/UCh0P7KwJhuQ4vrzc3IRuw4Q),Python,4910,97879
sana-at-chime/incubator-mxnet,5,5,2018-07-23T15:19:19Z,,Jupyter Notebook,63,455576
geminiwenxu/Explainability,2,5,2020-05-16T08:15:10Z,,Jupyter Notebook,90,321841
SamirMoustafa/auto-features-extraction-for-RL,2,1,2021-11-01T21:15:54Z,"2021 AI Grand Challenge (Nov 10, 2021 ~ Nov 14, 2021)",Jupyter Notebook,18,4020
Improbable-AI/rapid-locomotion-rl,1,1,2020-07-12T08:59:36Z,,Python,2,84
jbsevestre/dbp-app,1,5,2020-10-01T21:14:54Z,Codes for projects by the iVMCL group at NC State,Python,8,11718
Data-drone/attention_augmented_cnn,30,0,2017-09-06T19:02:43Z,,Python,4,13569
juheeuu/AI-Conversation-Model,1,0,2021-07-18T12:27:46Z,COTTON DISEASE CLASSIFICATION PROBLEM USING CNN,Jupyter Notebook,39,141
26medias/Stock-Picker,2,1,2020-11-26T20:24:26Z,This repository contains models based on object detection (and instance segmentation) techniques for trash detection.,Jupyter Notebook,100,8341
skykying/ray-mirror,1,0,2020-01-23T18:07:31Z,,Python,218,2034318
shifttogit-deepanshu/nolariapy,0,0,2021-04-14T17:46:30Z,Starter boilerplate for using torch + lightning,Python,41,1
Ceyron/machine-learning-and-simulation,1,0,2020-12-25T21:41:37Z,,Python,3,4561
umd-fire-coml/MultiSeg,2,0,2021-05-03T17:57:49Z,,Python,61,1799
sirzzang/Lecture-Multicampus,1,2,2019-09-25T07:29:01Z,,Python,5,9515
seareale/AGC2021_object-detection,1,0,2021-12-11T17:40:25Z,탄소배출현황 대시보드 & 탄소배출량 및 배출권 가격 예측 프로젝트,CSS,1,34737
reymondzzzz/transformer_ocr,1,6,2021-06-15T15:31:56Z,"A project that investigated, designed and evaluated different methods to reduce overall up-link communication (client -> server) during federated learning",Python,124,5862
tfwu/iVMCL-Release,2,0,2021-08-11T14:58:42Z,,Python,10,15061
bill-teng/mxnet-test,1,0,2020-10-20T10:17:28Z,,Python,4,81351
navaneethramesh30/COTTON-DISEASE-PREDICTION,2,0,2018-08-22T10:18:17Z,,Python,14,2844
mahavirficha/trash_object_detector,1,3,2021-03-14T17:23:17Z,,Python,137,172
hvbilla/Python-Deep-Learning-,1,0,2021-02-09T19:03:32Z,,Jupyter Notebook,122,1924
glebshevchukk/torch_boilerplate,2,0,2023-01-27T22:04:41Z,,Jupyter Notebook,17,34363
zhouaea/GluonCV-Practice,1,2,2021-11-12T07:24:57Z,We have built a Voice based Personal Assistant for people to access files hands free in their device using natural language processing.,Python,5,7
mvig-robotflow/rflib,2,1,2022-11-01T06:31:14Z,OpenAI Gym compatible implementation of Google Snake Game,Python,8,272
learningandplanningICLR/learningandplanning,1,0,2021-10-12T09:38:13Z,repost,Python,3,43841
shinokoh/UnderTheC,1,0,2021-06-05T02:03:20Z,"Implementación del código perteneciente al artículo ""Modelos seq2seq basados en la estigmergia: una aproximación inicial, el Encoder - Decoder Estigmérgico"" presentado por Diego Fernández Ainse como Trabajo de Fin de Máster (TFM).",Python,139,132
luke-who/Federated-Learning-Project,0,0,2021-11-04T15:05:04Z,,Python,1,177
akiozihao/mmlab,1,1,2022-04-10T05:31:57Z,Stable baselines 3 PPO in custom gym env with self play,Python,3,3479
Ishan2000-ace/Cotton-Disease-Classifier,2,1,2021-10-31T21:42:58Z,,Python,502,4236
MSD200X/moonlight,0,0,2023-02-08T21:14:08Z,,Python,8602,14
Ycallaer/kafka_proto_py,30,2,2022-04-24T05:27:44Z,,Python,13,328762
raj1701/Web-Search-Application,1,0,2021-03-30T13:55:33Z,,Jupyter Notebook,26,2362215
Pyae-Sone-Nyo-Hmine/Bipedal-Robot-Simulations,1,0,2020-04-27T03:24:35Z,docker test of python opencv,Dockerfile,45,4
Rushabh75/Voice-Based-Personal-Assistant,1,0,2020-09-23T14:31:22Z,Age gender estimation,Jupyter Notebook,11,2428
Dev-Jahn/GoogleSnake,1,1,2023-03-06T13:03:04Z,Stable Diffusion and ControlNet house Exterior auto design project,Python,18,99244
swlee9087/django-react-algorithm,4,1,2017-04-18T04:17:05Z,,Python,2,22412
DiegoAinse/Stigmergic-seq2seq,30,4,2021-03-22T12:36:54Z,MMCV for Normalized Wasserstein Distance,Python,72,7513
pcmin03/kaggle_challenge,8,29,2019-12-10T09:27:52Z,dhSegment on pytorch,Python,1,17792
SpideyZac/AirsoftAI,1,0,2022-09-26T13:54:33Z,A small tutorial for neptune.ai,Python,33,24
kapikantzari/11785-FSL,1,0,2021-08-31T23:01:57Z,,Python,53,50798
naddeoa/whylogs-writer-bug-repro,1,0,2021-07-20T18:52:27Z,done the project linear regression it was cool,Jupyter Notebook,44,25399
Ajyy/espnet,1,2,2020-08-19T16:55:37Z,last working version on m17x alienware,C++,155,37788
BobXiao97/CV-Project,0,5,2021-04-04T12:18:50Z,This code is for the ICWSM 2021 paper: Fair Representation Learning for Heterogeneous Information Networks http://arxiv.org/abs/2104.08769,Python,11204,24651
pcshih/python-opencv-hello-world,1,0,2021-02-17T19:31:30Z,,Jupyter Notebook,82,16122
Nivratti/age-gender-estimation,2,0,2020-10-07T08:18:51Z,,HTML,5,249563
DevMaster37/ControlNet_colab_stableDiffusion,4,4,2022-09-13T16:22:58Z,Measure the diameter of fibers 10x faster,Jupyter Notebook,10,11481
hfloresr/Sandhog,1,0,2021-11-08T01:51:07Z,,Python,501,86506
jwwangchn/mmcv-nwd,1,0,2020-08-04T03:38:05Z,A Collection of Environment Wrappers for OpenAI Gym,Python,1,57637
dhlab-epfl/dhSegment-torch,30,0,2017-06-05T08:23:48Z,,C++,590,228071
RektPunk/neptune-ai-tutorial,1,1,2020-12-29T18:08:56Z,,Jupyter Notebook,1306,377
dahani9091/style-transfer,1,0,2021-01-24T08:17:48Z,,Python,2,22
dhaneshwar2310/projectML,8,0,2018-07-30T23:51:50Z,from machine learning class,Python,11,16680
haimeh/mxnet_m17x,1,0,2021-09-24T10:03:52Z,,Python,77,427
HKUST-KnowComp/Fair_HIN,2,1,2021-03-14T06:17:40Z,This repository contains the solutions to all the assignments that were done as part of enhancing the learning experience in the CS6910: Fundamentals of Deep Learning course offered by Indian Institute of Technology Madras. The course was taught by Prof. Mitesh Khapra.,Jupyter Notebook,10,1523
SirPok/Mask-mmdetection,1,0,2019-09-10T06:14:40Z,Tensorflow2.0 Deep Tricks,Python,8,38
juanjo3ns/mineRL,1,6,2022-02-12T15:37:13Z,Transformer Language Models using Pytorch Lightning.,Python,4,958
fcossio/FiberDiameter,1,0,2023-01-23T06:21:45Z,,Python,10,612361
Ham-jinhee/final.py,1,0,2021-09-24T05:55:54Z,,Jupyter Notebook,111,3560
geyang/env-wrappers,1,1,2021-06-09T14:03:50Z,,Python,31237,146828
tianyunfei/mxnet-windows,1,3,2019-08-11T11:15:38Z,Adaptive Multi Column Sparse Stacked Denoising Autoencoder ,Python,283,14814
yogeshsangtani/Cotton-Disease-Prediction,1,0,2020-11-03T14:20:55Z,,Python,136,24445
melindafkiss/VAE_pytorch,5,1,2021-03-09T19:20:19Z,,Python,122,2786
anilksistla/ml-class,7,0,2022-04-02T11:44:05Z,,Python,1,2789
PasserBy4/mypretraining,3,516,2021-03-25T06:52:43Z,[ICCV'21] Learning Spatio-Temporal Transformer for Visual Tracking,Python,535,7321
ArupDas15/Fundamentals_Of_Deep_Learning,4,0,2022-07-20T12:39:06Z,,Python,70,7271
yuanjie-ai/DeepTricks,0,0,2022-05-24T22:25:34Z,,Shell,1,2035
appliedml42/language-modeling,2,0,2021-10-16T21:39:40Z,EvolvePy is a Python module created to allow the easy creation and execution of evolutionary algorithms.,Jupyter Notebook,2,5606
anonymous98762022/autodetailfull2023,2,14,2021-01-13T09:43:16Z,NetSurfP 3.0: Protein secondary structure and relative solvent accessibility prediction,Jupyter Notebook,579,39322
saeedashraf/engageclients,1,0,2023-01-15T17:03:20Z,,Jupyter Notebook,7,34360
BraedenCu/vexai8029_org,1,0,2020-04-19T23:13:37Z,,Python,2024,9496
Vraj531/AMC-SSDA,2,15,2021-08-07T13:51:50Z,VQVAE for video prediction,Python,643,33
tomekkorbak/Interaction-history-as-a-source-of-compositionality,1,0,2021-08-12T05:23:07Z,,Jupyter Notebook,16,55913
RichardVelder/Jukebox,1,0,2019-04-08T15:13:39Z,,Python,5,137843
15Moners/fluke,1,2,2020-06-08T03:54:37Z,The project is modified from mmcv 0.5.9. We fixed the bug in syncbn.,Python,69,4555
researchmm/Stark,3,2,2022-01-14T21:03:35Z,A list of community maintained docker images for deep reinforcement learning research,Dockerfile,9,51
behnamh217rn21/Stark_V1,6,0,2021-04-11T16:42:36Z,The 5 people team Sequence Buster's repository for Copenhagen Bioinformatics Hackathon 2021 Protein Edition,Python,18,98084
naddeoa/whylogs-flyte-demo,1,0,2019-06-02T06:18:13Z,An application for building intuitions about neural network inferenece and evaluation.,Python,2,8248
EltonCN/evolvepy,1,1,2020-11-11T15:49:49Z,,Python,11,9897
Eryk96/NetSurfP-3.0,6,26,2020-03-18T15:34:38Z,Examples of using Neptune to keep track of your experiments (maintenance only).,Jupyter Notebook,1,7775
