repo_name,number_contributor,number_stars,created_date,description,language,number_commit,sloc
IvLabs/stagewise-knowledge-distillation,1,0,2021-04-08T18:48:05Z,,Python,817,9
Narasimhareddy26/scikit-learn,1,0,2020-08-26T09:22:09Z,,Python,159,7560
StatsGary/MLFlow_Python,1,0,2018-09-09T12:22:02Z,,Python,34,9443
cndn/intelligent-code-completion,1,0,2020-08-23T01:17:27Z,,Jupyter Notebook,2,181980
vignesh-11/restaura1,1,3,2020-06-01T02:53:38Z,Neurips 2020 Submission 11699,Python,441,666
tripathishubham1/streamlittoheroku,1,1,2019-08-16T12:15:32Z,Template repository for DL projects using PyTorch and Sacred.,Python,86,15
amesar/mlflow-fun,12,126,2016-01-20T20:28:35Z,tool for collectively summarizing large discussions ,JavaScript,13,111345
souravbose1991/scikit-learn_implementations,1,0,2019-03-17T05:35:48Z,"A repository for all of my projects and tutorials I followed on AI, machine learning and so on",TSQL,141,786246
gfalcone/serveml,1,0,2015-12-17T23:49:00Z,,Python,997,5861
PadraicM71/Experiment,1,1,2019-05-08T09:04:19Z,docker templates for deep learning project,Python,10,2711
SCHENLIU/agglomerative-hierarchical-cluster,13,3,2018-08-09T17:51:16Z,,Jupyter Notebook,63,50809
haodc123/python_crawling,2,2,2021-03-12T09:35:24Z,,Python,1,15706
qianna97/kkn-sanansari,1,6,2016-09-01T14:52:26Z,"Java wrapper around several sentiment analysis tools, that was created for MixedEmotions project, created by BUT.",Python,19,13166
neurips2020submission11699/metarl,1,4,2020-04-17T03:37:50Z,,Jupyter Notebook,41,154054
mmrl/pytorch-project-template,1,0,2023-02-21T08:31:09Z,,Python,20,68
amyxzhang/wikum,1,0,2016-08-09T13:50:01Z,,Python,828,7451
Susanou/MachineLearning,1,0,2018-06-22T03:00:33Z,,Python,22247,2104
twcanty/tweetr,1,1,2020-07-30T17:45:02Z,,Python,19,93488
double-y/deep_learning_docker_cluster,1,0,2018-04-17T03:04:13Z,This guy is lazy and has left nothing,Python,7,57915
splicemachine/ml-workflow,1,1,2019-08-20T15:35:14Z,Luppar News-Rec: Recomendador de Notícias Inteligente ,Python,1,74529
MichaelArbel/OT-sync,1,0,2017-05-05T17:07:02Z,Hacking scikit-learn,Python,21,4913
MixedEmotions/but_sentiment,1,4,2019-03-11T11:26:45Z,,Python,12,406
shapeandshare/anaconda.enterprise.mlflow.plugin.backend,1,0,2023-02-17T00:34:41Z,MLFlow Backend Plugin For The Anaconda Data Science Platform,Python,0,3092
rahhul/GANs,1,0,2020-04-17T02:47:05Z,GAN implementations in Tensorflow [Keras] 2.0,Python,31,178225
drdh/DDOP,1,0,2021-04-06T07:10:44Z,Deterministic DOP,Python,8,90
anilksistla/ml-class,8,0,2018-07-30T23:51:50Z,from machine learning class,Python,300,16680
heyshantu13/cotton-predict,1,0,2021-03-19T05:38:28Z,,Jupyter Notebook,3,379
designhubarc/ASL-NET,2,0,2020-03-24T17:08:09Z,Neural Network for recognizing ASL alphabet.,Python,28,52
tf-encrypted/tf-encrypted,25,1116,2018-03-21T18:22:13Z,A Framework for Encrypted Machine Learning in TensorFlow,Python,604,23475
RyosukeCla/MyPythonWorkspace,1,1,2018-01-13T12:50:51Z,My Workspace,Jupyter Notebook,30,53306
ariel-frischer/Kaggle-Housing-Prices,1,0,2019-07-25T20:34:05Z,Regression Model using Keras+TF for The Kaggle Housing Prices Competition,Jupyter Notebook,5,1255056
ajuric/consensus-net,1,0,2018-04-08T11:30:29Z,,Jupyter Notebook,69,8080
att1cus-alex/beam_analysis_engine,1,0,2022-11-16T17:55:22Z,,Python,0,263
krison44/text2HandWriting,0,0,2020-11-15T20:48:54Z,,Python,0,43345
philipchung/nlp-asa-prediction,1,0,2023-02-02T23:11:04Z,American Society of Anesthesiologists Physical Status Classification Prediction from Preoperative Clinical Text,Python,0,302
tommaso-green/yeagerists-clef-touche-2021,4,2,2021-06-28T16:05:56Z,,C,109,3843
LordVoldemort28/optimal-training-of-a-vanilla-cnn-classifier,1,0,2020-10-16T16:35:27Z,Project to find optimal hyper parameter ,Python,23,48
Ceyron/machine-learning-and-simulation,6,367,2021-02-27T16:57:19Z,All the handwritten notes 📝 and source code files 🖥️ used in my YouTube Videos on Machine Learning & Simulation (https://www.youtube.com/channel/UCh0P7KwJhuQ4vrzc3IRuw4Q),Python,0,97877
zhuxinqimac/Ramiel,1,0,2020-09-05T12:54:25Z,,Python,59,132
Eyshika/MARL-Overgeneralization,2,0,2021-10-24T18:04:06Z,AA228 final project,Python,0,21764
Eleven-Z/tf-encrypted,24,1,2020-07-09T08:17:33Z,,Python,590,21408
nickpavini/ASL-NET,2,0,2021-02-16T14:54:32Z,Neural Network for recognizing ASL alphabet.,Python,32,42
theresearchai/unsupervised_meta_rl,2,1,2021-01-19T02:55:58Z,"Independent Study, Duke University, 2021",Python,0,2838
boumpteryx/ConstrainedRobustBench,3,0,2022-09-08T12:59:33Z,RobustBench extension with constraints,Python,0,444601
zensors/datatap-python,2,37,2020-12-01T15:58:39Z,"Focus on Algorithm Design, Not on Data Wrangling",Python,126,1203
matech96/cifar10,1,0,2019-06-29T05:03:01Z,,Jupyter Notebook,111,3214
Savjee/yt-spam-classifier,1,36,2021-06-16T14:11:35Z,Using TensorFlow to automatically filter crypto-related spam comments on YouTube.,Jupyter Notebook,9,1478
Jwuthri/Aristote,1,0,2020-10-19T21:30:06Z,,Python,10,22942
LoGunr/BildverarbeitungSoSe20,2,0,2020-04-19T16:11:50Z,,HTML,9,81129
yogeshsangtani/Cotton-Disease-Prediction,1,1,2020-12-29T18:08:56Z,,Jupyter Notebook,1,377
letsmakeadeal/SinglePersonKeypoints,1,1,2021-05-15T13:58:42Z,,Python,0,51
mvig-robotflow/rflib,2,0,2021-05-03T17:57:49Z,,Python,34,1799
ban-epfl/ROL,2,0,2022-05-25T13:49:31Z,,Python,4,26364
zionwang26/TextGCN,1,0,2022-07-20T23:06:02Z,,Python,16,25076
vytal-ai/One-Eye-is-All-You-Need,1,0,2023-01-14T23:00:13Z,"Code, logs, and final models for ACM ETRA '23: One Eye is All You Need: Lightweight CNN Encoders for Accurate Zero-Calibration Gaze Estimation.",Python,0,15
watanko/ControlNet,5,2,2023-02-22T01:43:58Z,,Python,0,100446
matech96/FederatedLearning,1,0,2020-03-02T16:04:37Z,,Jupyter Notebook,353,53847
Klawens/HUAWEI-ModelArts,1,0,2020-12-23T01:51:49Z,HUAWEI Cloud AI competitions，ModelArts deployments.,Python,0,338
kingspp/tf-contrib-analyzer,2,2,2018-09-10T18:22:16Z,Tensorflow Contrib Usage Analysis,Python,28,52900
nikolaskaris/comet-projects,1,0,2019-08-06T20:15:48Z,,Jupyter Notebook,20,1162
tomasmikeska/deep-colorization,1,6,2019-08-08T22:00:41Z,Automatic grayscale image colorization using deep learning,Python,30,805
neomatrix369/awesome-ai-ml-dl,28,1252,2018-12-23T19:55:49Z,"Awesome Artificial Intelligence, Machine Learning and Deep Learning as we learn it. Study notes and a curated list of awesome resources of such topics.",Jupyter Notebook,1306,80214
SaukratesK/TaxiFareModel,1,0,2021-08-17T09:51:06Z,LeWagon_TafiFareModel_Prediction du tarif des courses d'un taxi,Python,5,15
andrevitorelli/TenGU,1,1,2021-03-02T11:05:09Z,Tensorflow-GalSim Universe,Jupyter Notebook,0,2372
Roj/mlflow-python-webhook,1,1,2021-03-29T01:30:48Z,FastAPI server to run only updated MLFlow pipelines with GitHub Webhooks.,Python,0,186
abdelrahman-wael/Diabetic-Retinopathy-Classification,1,0,2021-03-17T23:16:30Z,classify if a patient suffers from diabetic retnopathy and use visualization method to proved better interpretation.,Python,9,1107
HU-ICT-LAB/RobotWars,7,10,2021-09-14T11:40:08Z,Robomaster S1 autonomous lasergaming for HU,Python,0,34620
roger-creus/Habitat-PixelEDL,1,2,2021-05-31T12:46:28Z,,Python,7,97813
IloBe/genre_classification,1,0,2023-02-19T14:33:10Z,One exercise of Udacity class ML workflows,Python,0,21
JacobJiaqi/Jacob_newgame,0,0,2018-08-03T10:40:18Z,,Jupyter Notebook,19,64528
IanQS/comet_step_issue,1,0,2021-11-01T22:01:52Z,,Python,1,1
mnrozhkov/MLOps-demo-project,1,6,2021-10-08T07:50:36Z,The goal is to test and demonstrate Reproducible Experimentation and Pipeline Automation for a table-based machine learning project.,,29,287
riviera1020/speech_separation_domain_adaptation,1,2,2019-11-05T10:44:37Z,,Python,228,87915
dojo515/MLFlow,1,0,2020-12-17T15:05:39Z,,Python,0,85
DavidTitoInfantas/Visual,1,0,2021-11-19T21:44:28Z,,Python,0,15984
xLiQuiDz/DICG,0,1,2021-02-18T04:43:13Z,,Python,0,50657
Alibaba-AI-Globalization/GCR-Rerank,1,0,2022-06-21T08:40:20Z,,Python,3,38
misoyuri/ViT_MAPConv,1,0,2022-01-04T15:57:04Z,Consensus-based normalizing-flow policy for multi-agent coordination,Python,0,35822
navigator8972/consensus_normflow,1,39,2017-03-23T01:39:05Z,思维误区: 用理想模型来思考复杂现实问题,Jupyter Notebook,0,10745
yuanjie-ai/tql-Python,1,2,2020-02-19T00:54:15Z,,Python,736,631
icml2020submission6857/metarl,1,2,2020-08-17T15:31:18Z,Deep learning with tensorflow 2.0,Jupyter Notebook,1,1944501
udaypratapyati/DeepLearning_With_Tensorflow2,1,0,2021-02-09T19:03:32Z,,Jupyter Notebook,326,1924
raj1701/Web-Search-Application,2,0,2022-12-23T01:13:07Z,,Python,1,2688
z-x-l-i/Cold_diffusion,1,1,2019-12-12T10:53:06Z,,Python,0,90
WataruKudo0914/FraudulentUserDetection,2,17,2019-12-12T12:22:34Z,This is the project about simulating the ageing brain.,Python,86,5571
xiat0616/BrainAgeing,1,0,2021-01-27T05:16:22Z,,Python,16,259
ziyaoh/comp-ling,1,0,2023-01-16T15:19:40Z,,Python,0,544
MuhammadNaeem42/mini-project,8,0,2017-11-21T21:40:24Z,courseware used for Machine learning from Lucas Biewald,Python,1,22949
LucasLvbj/ML-Training-Keras,4,2,2020-02-12T19:56:53Z,End-to-end trainable mask generation,Python,176,210
cc-ai/MaskGenerator,1,31,2018-08-05T01:19:45Z,Deep Convolutional Generative Adversarial Network (DCGAN) for generating pencil sketches,Python,122,40430
BrianSantoso/SketchGAN,2,1,2020-04-20T17:41:18Z,"This repository hosts the source code used for the project ""Cost aware inference with early exits"".",Java,226,16266
vishal-keshav/cost-aware-inference-source-code,5,1,2018-05-11T12:42:10Z,,Python,5,13942
benbenlijie/face_landmark_keras,2,0,2021-10-30T14:40:32Z,,Jupyter Notebook,27,11089
phani06/Covid-19-and-Pneumonia-Dectection-Using-Chest-X-Rays,1,0,2022-05-02T18:51:56Z,,Python,0,112086
sonicpierre/Music_VAE,1,0,2020-01-19T10:08:11Z,,Python,0,1018
krishpop/sqrl,1,0,2021-02-15T12:18:57Z,"This repository contains 2 of my deployed machine learning projects, ""Garbage Classifier"" and ""Grammar Mistakes Detector"".",Jupyter Notebook,80,318428
Mostafa-M-Abla/portfolio,1,2,2022-12-03T05:22:38Z,videoclip，视频剪辑应用,Python,2,3120
leeguandong/Xiaobao,1,0,2023-02-03T16:48:25Z,,Python,0,13785
prodevssp/mlflow-mt,1,0,2020-07-23T04:46:57Z,,Python,0,35860
locdoan12121997/Indoor_Segmentation,1,0,2017-07-31T05:20:19Z,누구나 쉽게 나만의 이미지 검색 엔진 만들수 있습니다.,Python,1,100251
rlagur9286/image_searcher,2,17,2021-08-16T15:53:34Z,Custom ML tracking experiment and debugging tools.,Python,87,2912
UETAILab/uetai,3,66,2018-05-23T22:38:19Z,MLflow App Library,Python,0,90
mlflow/mlflow-apps,2,0,2022-05-04T09:32:57Z,,Python,84,589
DaNavUser/NIPS_Experiments,1,0,2021-09-28T02:49:26Z,Computer Vision 21 Spring @ National Taiwan University,Python,0,1795
leo880714/Computer-Vision-2021,1,0,2021-02-17T19:31:30Z,,Jupyter Notebook,0,16122
SirPok/Mask-mmdetection,1,1,2021-04-03T12:03:51Z,,Python,1,24077
stack-hash/residual-moe,1,1,2016-08-05T21:40:58Z,Examining machine learning techniques to detect photo orientation,Python,0,1428
Sabrewarrior/PhotoOrientation,5,0,2021-09-17T21:12:16Z,Repo for Main IFT6758 Project,Jupyter Notebook,85,43784
AxelBogos/NHL-Analytics,1,0,2016-07-29T03:35:01Z,,Jupyter Notebook,303,182
dpaul004/codebank,1,0,2020-07-22T21:29:14Z,Reinforcement Learning policy based on Stable Normalizing Flow Dynamical System,Jupyter Notebook,1,14638
navigator8972/normflow_policy,1,0,2020-11-22T21:09:06Z,,Python,40,13
BlockCat/trading-bot,3,0,2022-09-07T12:16:30Z,,Jupyter Notebook,5,30175
mfarooq33/Comet-DS,0,1,2020-10-14T12:00:34Z,"deploy mlflow model on kuberenetes cluster, and reference through http interfaces",Python,0,27
gufengxiaoyuehan/mlflow_kubernetes,1,2,2021-03-17T14:48:31Z,MixADA + SUB2,Python,20,36797
donny-chan/mixada-sub2,4,582,2016-11-02T13:50:16Z,Generative Adversarial Text to Image Synthesis / Please Star -->,Python,0,773
zsdonghao/text-to-image,5,0,2021-04-01T19:30:51Z,Some good libraries for Auto EDA,Python,78,16106
ankitshrivastava2910/Auto-EDA,2,1,2022-11-01T06:31:14Z,OpenAI Gym compatible implementation of Google Snake Game,Python,95,272
Dev-Jahn/GoogleSnake,2,2,2019-01-23T06:40:29Z,Semantic Segmentation Model for oct,Jupyter Notebook,0,22252
arjunsbalaji/seg_model,1,0,2019-04-03T13:07:05Z,Clinoform Identification using UNet,Jupyter Notebook,106,24819
leytzher/clinoforms-unet,1,0,2021-08-26T14:16:11Z,,HTML,6,283533
Pranay-yanarp/MS_Data_Science_class_projects,30,523,2020-09-14T23:09:07Z,A collection of Google research projects related to Federated Learning and Federated Analytics.,Python,0,3647
google-research/federated,1,17,2021-01-05T14:41:57Z,Implementation of [MNTDP](https://arxiv.org/abs/2012.12631),Python,579,144
TomVeniat/MNTDP,1,3,2019-08-11T11:15:38Z,Adaptive Multi Column Sparse Stacked Denoising Autoencoder ,Python,14,14814
Vraj531/AMC-SSDA,1,0,2022-12-14T23:28:33Z,,Jupyter Notebook,11,202068
Tes-star/Remote_Sensing_Gyrocopter,4,2,2022-01-12T04:04:34Z,,Python,0,431
rulo96z/Crypto_Signal_Provider,1,16,2021-08-20T09:13:34Z,,Python,35,1275
ElvishElvis/CLEAR-Continual_Learning_Benchmark,1,0,2021-03-03T12:44:38Z,Modelnya belom akurat bro. cuma project iseng orangnya lagi sibuk kerja + kuliah (belom sempet),JavaScript,34,27389
fadhelmurphy/Realtime-streaming-classification,3,0,2022-10-07T13:09:58Z,Project for Theories of Deep Learning course at Oxford University. A report and implementation extension of a normalization method for convolutional neural networks.,Jupyter Notebook,4,209331
Fergus-OH/CNN-robustness,1,0,2022-06-12T12:00:06Z,,Python,0,14957
JustaBeba/Swin-Transformer-aicup,4,47,2020-07-07T15:20:30Z,The Verifiably Safe Reinforcement Learning Framework,Python,0,2018
IBM/vsrl-framework,5,0,2022-05-30T15:19:30Z,,Python,35,137
kingofthenorth/lgm-le-wagon,1,0,2022-11-06T16:09:20Z,,Jupyter Notebook,145,69885
tykim-cubox/action_recog,3,1,2019-12-17T06:33:10Z,Using neural networks to analyze (simulated) acoustic resonances of contained liquid in low-gravity. ,Jupyter Notebook,1,14499
NathanPhilliber/DATA-Capstone,2,1,2020-01-14T06:32:40Z,Combining Improvements in Deep Reinforcement Learning,Python,288,280710
alirezakazemipour/Rainbow,1,0,2019-06-17T10:50:43Z,Python Codes in previous semesters,Python,178,162253
KyleYueye/Python-Codes,2,0,2021-06-16T02:00:30Z,,Python,1,17019
156385/LS-Net,3,10,2019-11-13T22:57:33Z,"Reproduction of OpenAI and DeepMind's ""Deep Reinforcement Learning from Human Preferences""",Python,0,535
HumanCompatibleAI/learning-from-human-preferences,1,0,2019-11-22T16:10:34Z,,Python,652,2887
sunyasheng/video-frame-interpolation,1,3,2018-10-05T13:12:24Z,Mixed Precision Benchmark for ML,Python,5,1026
Delaunay/MixedPrecision,4,34,2018-09-27T22:49:27Z,A toolbox for worst-case validation of autonomous policies,Python,253,82803
sisl/AdaptiveStressTestingToolbox,1,0,2021-08-02T16:42:24Z,Re-implementation of Eye Tracking for Everyone,Python,624,51545
DSSR2/gazecap,30,0,2023-03-05T22:36:43Z,,Jupyter Notebook,0,38530
FDUguchunhui/GNN-PPI,2,41,2021-10-27T07:36:18Z,Text Extraction Formulation + Feedback Loop for state-of-the-art WSD (EMNLP 2021),Python,0,216
SapienzaNLP/consec,4,0,2022-12-16T14:19:33Z,,Python,0,232
ersilia-os/eos935d,1,0,2021-03-11T18:28:17Z,,Python,0,4959
DanielGlickmanTAU/summary_rogue_optimize,1,0,2022-09-13T09:20:08Z,,Python,601,112
rainwangphy/adv_diffusion,1,0,2018-10-12T21:50:52Z,,JavaScript,6,578
ianvnaeger/FIND,1,0,2022-11-16T07:58:46Z,,Python,46,274
giacomopiccinini/SiameseTwin,2,20,2018-09-26T04:51:10Z,Recalling node properties from a knowledge graph,Python,0,93
Octavian-ai/gqa-node-properties,1,3,2019-12-13T07:58:29Z,,Jupyter Notebook,41,2402
yamad07/incremental-domain-adaptation,1,0,2021-05-05T22:09:05Z,Convert data in rosbag format to numpy. Specific to ros message structure in rosbag.,Jupyter Notebook,10,81757
saitejamalyala/rosbag2numpy,1,31,2021-02-03T21:10:08Z,Deep Implicit Coordination Graphs,Python,0,484
sisl/DICG,1,1,2021-06-14T15:50:57Z,Image denoising implemented in tensorflow,Python,16,567
D-K-E/image-denoising-tf,1,1,2021-11-16T06:30:35Z,Task-related Saliency Network,Python,1,2355
giraffe2021/TRSN,4,23,2020-06-24T14:52:33Z,Threshold independent detection and localization of diffraction-limited spots.,Python,18,345466
BBQuercus/deepBlink,3,0,2021-11-04T19:49:32Z,,Jupyter Notebook,524,110236
xi-j/Incremental_Acoustic_Classification,2,5,2020-05-16T08:15:10Z,,Jupyter Notebook,77,321841
sirzzang/Lecture-Multicampus,4,4,2021-02-01T21:00:20Z,Enhancing Fairness of Visual Attribute Predictors,Python,106,21930
nish03/FVAP,1,4,2022-09-19T21:41:56Z,Repository for SF2SE3: Clustering Scene Flow into SE(3)-Motions via Proposal and Selection,Python,0,243872
lmb-freiburg/sf2se3,30,13,2022-04-20T04:11:18Z,,Python,1,78447
Ascend/ModelZoo-PyTorch,1,0,2021-09-16T03:44:02Z,Public repository for the QUT EGH400 Thesis project,Jupyter Notebook,5730,25969
vanessa108/ecoacoustics-speech-detector,1,0,2020-11-11T08:50:08Z,,Python,0,6
gluecodeteam/gluecode_base,5,0,2019-01-23T18:21:03Z,,Python,0,464981
Lap1n/ift6135,30,0,2020-07-02T14:46:49Z,,Python,213,11537
cversteeg/garage,4,0,2019-01-17T04:57:49Z,,Python,955,100
18737581408/1,4,3,2019-10-16T14:47:41Z,X-Ray image classification and localization,Python,29,522429
AbIsuNav/Data_Science_Project,1,0,2021-10-24T00:21:16Z,,Jupyter Notebook,119,432
sirusb/DL_genomics_example,1,0,2020-01-28T12:10:07Z,speech fablication with dynablock,Python,1,115464
katsumi-axis/SpeechFab,1,0,2020-12-23T15:46:28Z,,Jupyter Notebook,2,40422
madugula-jairam/my_project,1,0,2021-09-22T17:12:29Z,,Jupyter Notebook,0,379
Atik1000/Plants-deases-prediction-DL,2,35,2020-04-11T20:21:50Z,Generates handwritten pages from given input text!,Python,2,47989
pnshiralkar/text-to-handwriting,9,299,2021-08-11T17:37:54Z,An open-source AutoML Library based on PyTorch,Python,17,4052
gradsflow/gradsflow,1,2,2022-04-10T04:11:07Z,,Python,0,5
shabnamshirdel/Local-Aggregation-for-Unsupervised-Learning-of-Visual-Embeddings,2,0,2019-11-19T20:26:48Z,Brain to brain learning for Hasson Lab project.,Jupyter Notebook,0,102971
theodormarcu/brain2brain,1,0,2021-04-23T17:01:13Z,This project is an end to end implementation of a Deep Learning project using a real world dataset from Kaggle,Jupyter Notebook,77,390
tattwadarshi/End-to-End-Implementation-of-Deep-Learning-Project,1,0,2020-03-05T11:33:14Z,,Python,0,7535
royliu3719/spades,4,0,2023-02-19T01:56:57Z,,Python,1,65779
Navezjt/jcnt-ControlNet,1,0,2020-04-25T14:59:08Z,Extract phrases from tweets using a QA approach with roBERTa,Python,0,635
junronglau/tweet-phrases-extraction,1,3,2022-10-18T07:04:55Z,"Code for 'Coastal Wetland Vegetation Classification Using Pixel-Based, Object-Based and Deep Learning Methods Based of RGB-Unoccupied Aerial Vehicle'",Jupyter Notebook,20,73
Cozyzheng/Coastal_Wetlands_Monitoring_UAV,2,0,2019-07-25T05:34:14Z,🦢 Information Extraction for Buddhist literature,Jupyter Notebook,0,21074
OpenPecha/ie-citations-sources,1,0,2021-04-08T22:54:47Z,General covid analysis I've done that I don't mind sharing,Jupyter Notebook,47,11252
MarvinT/covid_analysis,1,16,2021-07-19T11:03:37Z,"AI models for automatic job application pipeline (user CV, job description analysis (customized NER/SpaCy) and artificial cover letter generation (trained GPT-2 model) created for Jobzilla project within TechLabs Berlin AI Track programm (03.2021-07.2021).",Jupyter Notebook,0,233
pandmi/jobzilla_ai,2,3,2021-11-06T14:47:33Z,,Python,0,24582
flavioschneider/rl-transfer-learning,1,5,2021-06-15T15:31:56Z,"A project that investigated, designed and evaluated different methods to reduce overall up-link communication (client -> server) during federated learning",Python,0,5862
luke-who/Federated-Learning-Project,2,0,2019-02-04T04:28:20Z,Course project for CSC2511,Python,0,136
StephAO/EmergentMAML,1,0,2021-07-08T06:56:51Z,,Python,57,1
staceysv/jigsaw,30,0,2020-05-05T21:36:01Z,,Python,1,21661
JulibethTinoco/mlflowD,1,1,2018-05-06T17:18:20Z,LodeRunner map procedural generation using machine learning,JavaScript,1372,40648
SGIvanov/Bachelor-Degree---Lode-Runner-Machine-Learning,2,0,2021-11-16T20:37:23Z,Speech Emotion Recognition Framework Comparission : Thesis  2021,Jupyter Notebook,44,1453
luantber/ser-framewework,30,0,2020-07-16T08:29:31Z,,Python,0,20316
sandeepnair2812/MLflow-A-Machine-Learning-Lifecycle-Platform,2,0,2021-12-10T03:54:19Z,,Jupyter Notebook,1172,15620
IreneZhou0129/IFT6758-docker-project,1,1,2022-10-19T11:17:50Z,,Jupyter Notebook,0,992
philippvb/biasing-Laplace-towards-VI,30,0,2019-11-12T09:25:37Z,,Python,0,12437
ShekharGaurav/MLFlow,2,18,2020-02-20T05:24:21Z,DefectNet: Towards Fast and Effective Defect Detection,Python,1062,30952
li-phone/DefectNet,1,0,2020-08-18T08:37:20Z,,Jupyter Notebook,81,14946
KISRDevelopment/cell_viability_paper,1,8,2020-02-15T08:37:30Z,Yandex praktikum consultation without data and solution code,Jupyter Notebook,299,7655
alimbekovKZ/yandexpraktikum_consultation,1,0,2019-09-16T12:35:37Z,Master Thesis Project,Jupyter Notebook,13,17156
iskorini/MSc-Thesis-PJ,1,0,2020-09-15T14:58:27Z,,Jupyter Notebook,40,101550
Sudonuma/depth_estimation,2,91,2021-09-10T23:43:24Z,Materials for my 2021 NYU class on NLP and ML Systems (Master of Engineering).,Jupyter Notebook,9,24281
jacopotagliabue/FREE_7773,1,5,2020-05-03T11:31:55Z,get started around the Machine Learning management tools,Jupyter Notebook,0,180
chck/ml-management-tools,1,0,2021-03-13T10:43:09Z,,Python,19,93
bweber1205/newRepo1,1,0,2022-05-10T19:33:39Z,rs-school-ml,Python,3,9568
vladikuss/RS-ML-Final,1,0,2022-05-17T06:58:40Z,"A repository for the thesis work ""Impact of MR training data on the quality of synthetic CT generation"".",Python,0,34
attilasimko/sct,1,1,2019-07-29T11:38:19Z,TensorFlow/Keras ResNet on CIFAR-10,Python,0,9535
mrahtz/tf-resnet,1,0,2019-08-23T05:23:55Z,A little sandbox environment for FiLM layer implementations,Python,7,21
fgolemo/film-test,15,36,2018-11-30T16:24:59Z,Knowledge base construction from raw scientific documents,Python,13,382738
UW-COSMOS/Cosmos,2,262,2019-09-26T20:42:39Z,PyTorch Implementations For A Series Of Deep Learning-Based Recommendation Models,Python,1839,655968
khanhnamle1994/MetaRec,1,1,2019-05-19T12:58:42Z,Gluon implementation for fancy GAN model,Python,315,120
nuppt/gluon-gan,2,1,2019-12-04T17:26:32Z,fsdl-text-recognizer-project,Jupyter Notebook,41,2662
krantirk/fsdl-text-recognizer-project,2,0,2021-09-28T16:55:04Z,"Performed data wrangling from NHL api and Exploratory data analysis using Python. Built Boosting models like xgboost, lightGBM and make live game predictions of expected goals  using a flask and jupyter widget wrapped in docker image.",Jupyter Notebook,30,63988
DS-IFT6750-project-collaboration/Hockey-all-star-analytics,1,0,2019-04-06T15:45:00Z,,Jupyter Notebook,0,53314
shivam00/Ducat,1,0,2021-01-22T15:25:18Z,A framework built on top of PyTorch-XLA to simplify training PyTorch models on cloud TPUs,Python,3,1310
tnzl/PyTXLA,1,1,2022-03-18T09:49:36Z,"Training code to train model described in https://arxiv.org/abs/2112.10741 (you should start with your own transformer though, or load the one given in https://github.com/openai/glide-text2im/",Python,39,2393
pranavgade20/glide_text2im_train,1,54,2020-08-22T14:22:02Z,,Jupyter Notebook,5,389
krishnaik06/Cotton-Disease-Prediction-Deep-Learning,3,1,2019-09-16T02:30:20Z,Metamorphose Art using Deep Reinforcement Learning,Jupyter Notebook,3,285152
initmaks/deep-metamorphose,1,0,2021-09-28T23:23:48Z,,Python,61,72
Joshua-Ogbebor/deep-net,4,2,2021-09-23T20:39:13Z,,Jupyter Notebook,24,24588
M0rph3e/ift6758-project-main,1,1,2021-08-24T10:09:37Z,,Python,0,35025
aimanffitri/conso_algo_mpc,1,4,2020-05-30T11:10:32Z,Reproducing the DeepMDP paper,Python,0,14943
MkuuWaUjinga/DeepMDP-SSL4RL,1,0,2019-11-06T06:33:07Z,Information-Theoretic Definitions for Disentanglement: CS 236 project,Python,286,9229
its-gucci/disentanglement,1,1,2021-01-26T14:36:54Z,,Jupyter Notebook,8,5714
lionfish0/calibration,1,3,2020-06-11T08:10:14Z,Active learning under label shift.,Python,0,3676
ericzhao28/ALLS,1,3,2019-09-30T04:34:45Z,This repo is for beginner who want to learn and use Submarine ,Dockerfile,9,761
pingsutw/hello-submarine,1,0,2021-10-08T15:48:48Z,,Python,64,67581
0xiNach/NLP,1,8,2021-07-31T18:21:48Z,It is an implementation of research paper with title 'Multimodal deep networks for text and image-based document classification',Python,0,4941
bharathrajcl/Multimodal-deep-networks-for-text-and-image-based-document-classification,1,2,2021-02-01T15:48:17Z,"Code for the paper Learning Deep Energy Shaping Policies for Stability-Guaranteed Manipulation, IEEE RA-L, 2021",Python,0,14138
shbz80/energybased_stable_rl,1,2,2021-02-12T10:03:20Z,,Python,39,14173
navigator8972/koopman_policy,1,46,2018-05-11T22:27:27Z,A Convolutional Neural Network to identify spoken digits.,Python,0,30054
adhishthite/sound-mnist,1,1,2021-04-01T07:56:19Z,,Python,21,363
AxlAlm/QuantBob,1,0,2020-05-23T06:54:26Z,,Jupyter Notebook,0,66963
Noba1anc3/trash_classify_competition,1,0,2020-07-11T12:51:01Z,,Jupyter Notebook,83,170
Raman1121/Rethinking-Model-Architecture-and-Pretraining-for-Visual-Tasks-in-Cheminformatics,1,11,2019-02-11T06:29:48Z,A simple Tensorflow implementation of DCGAN for Waifu face images generation.,Python,4,884
zikuicai/WaifuGAN,1,1,2019-10-12T10:31:15Z,An attempt to code up Attention Augmented Convolutional Networks,Jupyter Notebook,43,41
Data-drone/attention_augmented_cnn,1,0,2022-12-17T02:52:06Z,,Jupyter Notebook,24,7571
realbeathanyz/7773-Amex,0,0,2019-12-04T21:44:34Z,,Jupyter Notebook,0,534
Magier/UrbanSound,1,22,2020-01-27T11:51:07Z,Full-Glow: Fully conditional Glow for more realistic image generation,Python,2,34796
